Node1,Node1Property_GroupLabel,Node2,Node2Property_GroupLabel,EdgeProperty_Correlation,EdgeProperty_Arrow_Direction,EdgeProperty_PaperID,EdgeProperty_SampleSize,EdgeProperty_SampleYears,EdgeProperty_SampleCountries,EdgeProperty_SampleIndustries
Demands-abilities fit,eudaimonic well-being,Turnover,social well-being,-0.07,noncausal,BB16HR,160,2011,Netherlands,Health Care
Demands-abilities fit,eudaimonic well-being,Turnover,social well-being,-0.15,noncausal,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Turnover,social well-being,0.11,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Turnover,social well-being,-0.38,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Turnover,social well-being,-0.06,noncausal,BB16HR,160,2011,Netherlands,Health Care
Needs-supplies fit,eudaimonic well-being,Turnover,social well-being,-0.03,noncausal,BB16HR,160,2011,Netherlands,Health Care
Needs-supplies fit,eudaimonic well-being,Turnover,social well-being,-0.15,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Turnover,social well-being,-0.03,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Turnover,social well-being,-0.07,noncausal,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Turnover,social well-being,0.02,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Tenure,causes,0.49,noncausal,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Tenure,causes,-0.04,noncausal,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Person-organization fit,eudaimonic well-being,0.04,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Person-organization fit,eudaimonic well-being,0.09,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Person-organization fit,eudaimonic well-being,0,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Person-organization fit,eudaimonic well-being,0.04,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Person-organization fit,eudaimonic well-being,0.13,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Person-organization fit,eudaimonic well-being,0.17,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Person-organization fit,eudaimonic well-being,0.39,noncausal,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Person-organization fit,eudaimonic well-being,0.35,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Person-organization fit,eudaimonic well-being,0.46,noncausal,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Person-organization fit,eudaimonic well-being,-0.1,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Person-organization fit,eudaimonic well-being,-0.06,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Needs-supplies fit,eudaimonic well-being,0.23,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Needs-supplies fit,eudaimonic well-being,0.22,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Demands-abilities fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.66,noncausal,BB16HR,160,2011,Netherlands,Health Care
Demands-abilities fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.4,noncausal,BB16HR,160,2011,Netherlands,Health Care
Demands-abilities fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.72,noncausal,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Needs-supplies fit,eudaimonic well-being,-0.07,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Needs-supplies fit,eudaimonic well-being,-0.03,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Needs-supplies fit,eudaimonic well-being,0.02,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Needs-supplies fit,eudaimonic well-being,0.14,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Needs-supplies fit,eudaimonic well-being,0.37,noncausal,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Needs-supplies fit,eudaimonic well-being,0.38,noncausal,BB16HR,160,2011,Netherlands,Health Care
Needs-supplies fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.62,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.45,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.24,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.35,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Needs-supplies fit,eudaimonic well-being,0.49,noncausal,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Needs-supplies fit,eudaimonic well-being,0,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Needs-supplies fit,eudaimonic well-being,0.1,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Leader-member exchange,social well-being,0.04,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Leader-member exchange,social well-being,-0.1,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Leader-member exchange,social well-being,0.08,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Leader-member exchange,social well-being,-0.03,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Gender,causes,-0.1,noncausal,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Education level,causes,-0.02,noncausal,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Education level,causes,-0.21,noncausal,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Education level,causes,0.02,noncausal,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Demands-abilities fit,eudaimonic well-being,0.11,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Age,causes,Demands-abilities fit,eudaimonic well-being,0.22,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Demands-abilities fit,eudaimonic well-being,Demands-abilities fit,eudaimonic well-being,0.44,noncausal,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Demands-abilities fit,eudaimonic well-being,0.09,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Education level,causes,Demands-abilities fit,eudaimonic well-being,0.05,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Demands-abilities fit,eudaimonic well-being,0.04,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Gender,causes,Demands-abilities fit,eudaimonic well-being,0.12,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Demands-abilities fit,eudaimonic well-being,0.3,noncausal,BB16HR,160,2011,Netherlands,Health Care
Leader-member exchange,social well-being,Demands-abilities fit,eudaimonic well-being,0.33,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Demands-abilities fit,eudaimonic well-being,0.37,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Demands-abilities fit,eudaimonic well-being,0.11,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Demands-abilities fit,eudaimonic well-being,0.31,noncausal,BB16HR,160,2011,Netherlands,Health Care
Person-organization fit,eudaimonic well-being,Demands-abilities fit,eudaimonic well-being,0.47,noncausal,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Demands-abilities fit,eudaimonic well-being,0.01,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Tenure,causes,Demands-abilities fit,eudaimonic well-being,0.17,node1-->node2,BB16HR,160,2011,Netherlands,Health Care
Change in pay communication practice,causes,Task performance,performance,-0.04,node1-->node2,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Task performance,performance,-0.009,noncausal,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Task performance,performance,-0.07,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Task performance,performance,0.1,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Task performance,performance,0.05,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Task performance,performance,0.09,noncausal,BB17JAP,146,2012,Singapore,Education
Help seeking from highest-paid other,performance,Task performance,performance,0.2,noncausal,BB17JAP,146,2012,Singapore,Education
Individualism,causes,Task performance,performance,-0.06,node1-->node2,BB17JAP,146,2012,Singapore,Education
Neuroticism,causes,Task performance,performance,-0.03,node1-->node2,BB17JAP,146,2012,Singapore,Education
Pay communication policy,causes,Task performance,performance,-0.06,node1-->node2,BB17JAP,146,2012,Singapore,Education
Prosocial motivation,eudaimonic well-being,Task performance,performance,0.006,noncausal,BB17JAP,146,2012,Singapore,Education
Change in pay communication practice,causes,Prosocial motivation,eudaimonic well-being,-0.02,node1-->node2,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Prosocial motivation,eudaimonic well-being,-0.22,noncausal,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Prosocial motivation,eudaimonic well-being,-0.31,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Prosocial motivation,eudaimonic well-being,0.15,node2-->node1,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Prosocial motivation,eudaimonic well-being,0.24,node2-->node1,BB17JAP,146,2012,Singapore,Education
Individualism,causes,Prosocial motivation,eudaimonic well-being,-0.008,node1-->node2,BB17JAP,146,2012,Singapore,Education
Neuroticism,causes,Prosocial motivation,eudaimonic well-being,-0.002,node1-->node2,BB17JAP,146,2012,Singapore,Education
Pay communication policy,causes,Prosocial motivation,eudaimonic well-being,0.01,node1-->node2,BB17JAP,146,2012,Singapore,Education
Change in pay communication practice,causes,Neuroticism,causes,-0.02,noncausal,BB17JAP,146,2012,Singapore,Education
Individualism,causes,Neuroticism,causes,0.14,noncausal,BB17JAP,146,2012,Singapore,Education
Pay communication policy,causes,Neuroticism,causes,-0.01,noncausal,BB17JAP,146,2012,Singapore,Education
Change in pay communication practice,causes,Individualism,causes,0.13,noncausal,BB17JAP,146,2012,Singapore,Education
Pay communication policy,causes,Individualism,causes,0.14,noncausal,BB17JAP,146,2012,Singapore,Education
Change in pay communication practice,causes,Help seeking from highest-paid other,performance,0.13,node1-->node2,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Help seeking from highest-paid other,performance,0.05,noncausal,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Help seeking from highest-paid other,performance,-0.09,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help seeking from highest-paid other,performance,0.33,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help seeking from highest-paid other,performance,0.08,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help seeking from highest-paid other,performance,0.17,noncausal,BB17JAP,146,2012,Singapore,Education
Individualism,causes,Help seeking from highest-paid other,performance,-0.006,node1-->node2,BB17JAP,146,2012,Singapore,Education
Neuroticism,causes,Help seeking from highest-paid other,performance,0.14,node1-->node2,BB17JAP,146,2012,Singapore,Education
Pay communication policy,causes,Help seeking from highest-paid other,performance,0.006,node1-->node2,BB17JAP,146,2012,Singapore,Education
Prosocial motivation,eudaimonic well-being,Help seeking from highest-paid other,performance,0.04,noncausal,BB17JAP,146,2012,Singapore,Education
Change in pay communication practice,causes,Help giving to the similar and downward referents,performance,-0.11,node1-->node2,BB17JAP,146,2012,Singapore,Education
Change in pay communication practice,causes,Help giving to the similar and downward referents,performance,-0.12,node1-->node2,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Help giving to the similar and downward referents,performance,-0.15,noncausal,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Help giving to the similar and downward referents,performance,-0.16,noncausal,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Help giving to the similar and downward referents,performance,0.02,noncausal,BB17JAP,146,2012,Singapore,Education
Envy towards the highest-paid other,hedonic well-being,Help giving to the similar and downward referents,performance,-0.09,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help giving to the similar and downward referents,performance,0.09,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help giving to the similar and downward referents,performance,0.18,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help giving to the similar and downward referents,performance,0.38,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help giving to the similar and downward referents,performance,0.15,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help giving to the similar and downward referents,performance,0.22,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to highest-paid other,performance,Help giving to the similar and downward referents,performance,0.53,noncausal,BB17JAP,146,2012,Singapore,Education
Help giving to the similar and downward referents,performance,Help giving to the similar and downward referents,performance,0.34,noncausal,BB17JAP,146,2012,Singapore,Education
Help seeking from highest-paid other,performance,Help giving to the similar and downward referents,performance,-0.004,noncausal,BB17JAP,146,2012,Singapore,Education
Help seeking from highest-paid other,performance,Help giving to the similar and downward referents,performance,0.13,noncausal,BB17JAP,146,2012,Singapore,Education
Individualism,causes,Help giving to the similar and downward referents,performance,0.04,node1-->node2,BB17JAP,146,2012,Singapore,Education
Individualism,causes,Help giving to the similar and downward referents,performance,-0.14,node1-->node2,BB17JAP,146,2012,Singapore,Education
Neuroticism,causes,Help giving to the similar and downward referents,performance,-0.08,node1-->node2,BB17JAP,146,2012,Singapore,Education
Neuroticism,causes,Help giving to the similar and downward referents,performance,0.03,node1-->node2,BB17JAP,146,2012,Singapore,Education
